Transaction_ID,Age,Gender,Country,Loyalty_Member,Purpose_of_Travel,Booking_Channel,Number_Previous_Stays,Lead_Time_Days,Length_of_Stay,Room_Type,Check_in_Month,Number_Guests,Avg_Daily_Rate,Preferred_Amenities,Special_Requests,Services_Used,Basket_Items,Overall_Satisfaction,Would_Recommend,Total_Revenue,Room_Demand_Indicator,Upselling_Success
T101224,35,Male,India,No,Other,Agent,1,17,9,Standard,Mar,4,108.53,WiFi;Breakfast;Restaurant;Parking,High floor,Restaurant,[Restaurant],3,No,1086.77,0,Yes
T101225,36,Female,France,Yes,Business,App,4,1,4,Standard,Mar,1,126.35,WiFi;Breakfast;Parking,High floor,Room service;Laundry;Restaurant,"[Room service, Laundry, Restaurant]",4,Yes,645.4,0,No
T101226,38,Male,India,Yes,Business,Agent,8,3,2,Standard,Apr,1,119.64,WiFi;Gym;Breakfast;Spa,Late check-out,Laundry;Gym,"[Laundry, Gym]",4,Yes,269.28,0,No
T101227,36,Female,India,No,Business,Website,0,6,4,Deluxe,Apr,1,213.74,WiFi;Breakfast;Parking,None,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",3,No,954.96,0,No
T101228,49,Male,Germany,Yes,Other,Website,7,67,5,Suite,Jul,4,466.64,WiFi;Breakfast;Spa,Late check-out,Room service;Spa;Restaurant,"[Room service, Spa, Restaurant]",4,Yes,2593.2,1,Yes
T101229,64,Female,China,No,Business,Agent,2,7,2,Deluxe,May,2,208.14,WiFi;Gym;Breakfast;Parking,High floor,Laundry;Breakfast,"[Laundry, Breakfast]",2,No,466.28,0,No
T101230,31,Male,France,Yes,Leisure,Website,5,9,8,Deluxe,Jul,3,239.45,WiFi;Pool;Breakfast;Restaurant;Parking,Late check-out,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",3,No,2115.6,1,Yes
T101231,21,Male,France,No,Leisure,Website,1,120,3,Standard,May,3,122.69,WiFi;Gym;Breakfast;Restaurant;Parking,High floor,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",3,Yes,618.07,0,Yes
T101232,36,Male,USA,No,Business,App,0,6,8,Deluxe,Oct,1,194.81,WiFi;Gym;Breakfast,Extra pillows,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,No,1718.48,0,No
T101233,68,Male,Italy,No,Business,Website,0,2,3,Deluxe,Dec,1,219.9,WiFi;Spa;Restaurant;Parking,None,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",4,Yes,809.7,1,Yes
T101234,28,Female,China,Yes,Leisure,Agent,3,12,7,Deluxe,Jun,2,261.47,WiFi;Pool;Gym;Restaurant,None,Room service;Spa;Gym;Restaurant,"[Room service, Spa, Gym, Restaurant]",3,Yes,2040.29,1,No
T101235,57,Female,Canada,No,Business,Website,1,9,3,Standard,Jan,1,128.07,WiFi;Gym;Breakfast,None,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",3,Yes,464.21,0,No
T101236,58,Male,China,No,Leisure,Website,0,19,4,Suite,Apr,3,384.95,WiFi;Pool;Gym;Breakfast;Restaurant;Parking,High floor,Laundry;Spa;Gym;Breakfast,"[Laundry, Spa, Gym, Breakfast]",5,Yes,1739.8,0,Yes
T101237,31,Male,Canada,No,Business,Website,2,23,2,Deluxe,Feb,1,218.35,WiFi;Breakfast,Early check-in,Room service;Laundry;Spa;Mini-bar;Breakfast,"[Room service, Laundry, Spa, Mini-bar, Breakfast]",4,Yes,676.7,0,No
T101238,44,Male,Italy,Yes,Business,App,6,7,4,Deluxe,May,2,192.02,Gym;Breakfast;Parking,High floor,Laundry;Spa;Gym;Restaurant;Breakfast,"[Laundry, Spa, Gym, Restaurant, Breakfast]",3,Yes,1028.08,0,Yes
T101239,57,Male,UK,No,Leisure,App,1,10,6,Suite,Aug,3,474.53,WiFi;Breakfast;Spa;Restaurant,Early check-in,Room service;Laundry;Spa;Gym;Restaurant;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Breakfast]",5,Yes,3157.18,1,Yes
T101240,33,Male,China,No,Business,App,2,1,2,Standard,Jul,2,151.35,WiFi;Pool;Breakfast,None,Room service;Spa;Restaurant;Breakfast,"[Room service, Spa, Restaurant, Breakfast]",2,No,532.7,1,No
T101241,35,Female,Canada,No,Business,Agent,2,1,5,Deluxe,Apr,1,192.36,WiFi;Pool;Gym;Spa;Restaurant;Parking,Late check-out,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,No,1121.8,0,No
T101242,31,Male,France,No,Business,Phone,0,2,4,Standard,Oct,2,115.79,WiFi;Gym;Breakfast;Restaurant,High floor,Laundry;Spa;Gym;Breakfast,"[Laundry, Spa, Gym, Breakfast]",2,No,613.16,0,No
T101243,25,Male,USA,No,Business,Website,0,1,4,Standard,Feb,1,117.84,Gym;Breakfast;Parking,Early check-in,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",3,Yes,671.36,0,No
T101244,30,Male,UAE,Yes,Business,App,6,4,3,Standard,Apr,1,119.24,Gym;Breakfast;Parking,None,Room service;Laundry;Spa;Restaurant;Breakfast,"[Room service, Laundry, Spa, Restaurant, Breakfast]",3,Yes,617.72,0,No
T101245,23,Male,India,Yes,Leisure,App,8,70,7,Standard,Aug,2,133.16,WiFi;Pool;Gym;Breakfast;Spa,High floor,Gym;Restaurant;Mini-bar;Breakfast,"[Gym, Restaurant, Mini-bar, Breakfast]",3,Yes,1052.12,1,No
T101246,38,Male,USA,Yes,Business,Phone,9,8,5,Standard,Mar,2,108.42,WiFi;Gym;Breakfast,Late check-out,Breakfast,[Breakfast],3,Yes,562.1,0,No
T101247,28,Female,India,No,Business,Phone,0,6,2,Suite,Aug,1,520.24,WiFi;Gym;Breakfast;Restaurant;Parking,Late check-out,Room service;Laundry;Spa;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Mini-bar, Breakfast]",3,No,1340.48,1,No
T101248,40,Male,UK,No,Leisure,Website,1,7,13,Standard,Dec,4,139.77,WiFi;Breakfast;Restaurant,Extra pillows,Room service;Mini-bar,"[Room service, Mini-bar]",3,No,1957.01,1,Yes
T101249,19,Male,France,Yes,Business,App,10,5,5,Deluxe,Nov,2,184.07,WiFi;Breakfast;Parking,High floor,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",4,Yes,1080.35,0,No
T101250,41,Male,India,No,Business,Website,0,3,5,Standard,Mar,2,126.22,WiFi;Breakfast,Late check-out,Spa;Breakfast,"[Spa, Breakfast]",3,Yes,801.1,0,Yes
T101251,48,Male,France,No,Leisure,Website,0,1,4,Standard,Jul,2,138.1,WiFi;Pool;Breakfast;Spa,Early check-in,Room service;Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,802.4,1,Yes
T101252,18,Male,USA,No,Leisure,Website,0,8,5,Standard,Jun,3,134.83,WiFi;Pool;Breakfast;Restaurant,Early check-in,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,No,834.15,1,No
T101253,42,Female,India,Yes,Business,App,5,20,5,Deluxe,Dec,1,262.21,WiFi;Gym;Breakfast;Restaurant;Parking,Extra pillows,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,Yes,1361.05,1,No
T101254,52,Female,UK,Yes,Leisure,App,7,17,2,Standard,Dec,4,156.11,WiFi;Pool;Spa;Parking,High floor,Room service;Mini-bar;Breakfast,"[Room service, Mini-bar, Breakfast]",4,Yes,422.22,1,No
T101255,23,Female,UK,Yes,Business,Website,7,6,4,Suite,Feb,1,368.46,Breakfast;Restaurant;Parking,None,Room service;Laundry;Spa;Gym;Restaurant;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Breakfast]",4,Yes,1783.84,0,Yes
T101256,58,Male,USA,Yes,Leisure,App,6,14,7,Deluxe,Dec,3,259.17,WiFi;Pool;Breakfast;Spa;Restaurant;Parking,None,Room service;Spa;Mini-bar;Breakfast,"[Room service, Spa, Mini-bar, Breakfast]",4,Yes,2024.19,1,No
T101257,43,Male,UK,Yes,Business,Website,5,1,4,Deluxe,Mar,2,215.63,WiFi;Breakfast,High floor,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",5,No,942.52,0,No
T101258,29,Male,China,Yes,Business,App,6,4,3,Standard,May,2,123.22,WiFi;Gym;Spa,High floor,Room service;Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Restaurant, Mini-bar, Breakfast]",3,Yes,619.66,0,Yes
T101259,37,Female,UK,No,Business,Website,1,10,3,Standard,Jun,1,144.86,WiFi;Pool;Breakfast;Parking,None,Room service;Spa;Restaurant;Mini-bar;Breakfast,"[Room service, Spa, Restaurant, Mini-bar, Breakfast]",2,No,704.58,1,No
T101260,44,Female,India,Yes,Business,Website,10,3,6,Deluxe,May,1,188.7,WiFi;Pool;Gym;Breakfast;Restaurant,None,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",4,Yes,1292.2,0,No
T101261,38,Male,India,No,Business,Website,1,6,5,Standard,Nov,1,110.91,WiFi;Spa,Late check-out,Room service;Laundry;Spa;Restaurant;Breakfast,"[Room service, Laundry, Spa, Restaurant, Breakfast]",3,No,814.55,0,No
T101262,44,Male,France,Yes,Other,Website,12,4,8,Standard,May,4,122.55,WiFi;Pool;Gym;Breakfast;Spa,Early check-in,Room service;Gym;Restaurant;Mini-bar,"[Room service, Gym, Restaurant, Mini-bar]",3,No,1130.4,0,No
T101263,26,Male,Canada,Yes,Business,App,7,4,4,Standard,Oct,1,127.73,WiFi;Gym;Restaurant;Parking,None,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",3,No,660.92,0,Yes
T101264,40,Female,China,Yes,Business,Website,13,17,2,Deluxe,Dec,1,249.05,WiFi;Gym;Breakfast;Restaurant;Parking,Late check-out,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,658.1,1,No
T101265,21,Female,India,Yes,Business,App,11,14,6,Standard,Nov,2,112.34,WiFi;Pool;Breakfast;Restaurant,None,Restaurant;Mini-bar;Breakfast,"[Restaurant, Mini-bar, Breakfast]",4,Yes,844.04,0,Yes
T101266,36,Male,USA,No,Business,Website,2,6,5,Standard,May,2,114.96,WiFi;Restaurant;Parking,Extra pillows,Room service;Restaurant;Mini-bar;Breakfast,"[Room service, Restaurant, Mini-bar, Breakfast]",3,No,744.8,0,No
T101267,27,Male,Canada,Yes,Leisure,App,4,39,6,Deluxe,Sep,2,201.86,WiFi;Pool;Gym;Breakfast;Spa,Late check-out,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",4,Yes,1341.16,0,Yes
T101268,29,Female,USA,No,Business,Agent,0,2,3,Deluxe,Jul,1,246.0,WiFi;Gym;Breakfast,None,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",4,Yes,848.0,1,No
T101269,52,Male,UK,No,Business,Website,0,22,3,Standard,Oct,2,109.73,Restaurant,Extra pillows,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",1,Yes,529.19,0,Yes
T101270,51,Male,UK,No,Business,App,2,2,4,Standard,Mar,1,122.74,WiFi;Gym;Breakfast;Parking,High floor,Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Laundry, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,640.96,0,No
T101271,45,Male,India,No,Leisure,Website,1,3,3,Standard,Aug,2,150.81,WiFi;Pool;Gym;Spa;Parking,Late check-out,Room service;Mini-bar;Breakfast,"[Room service, Mini-bar, Breakfast]",2,No,562.43,1,No
T101272,24,Female,USA,No,Business,App,1,4,4,Standard,Oct,1,112.35,WiFi;Gym;Breakfast;Restaurant;Parking,None,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",3,Yes,549.4,0,No
T101273,34,Male,Italy,Yes,Business,Website,3,30,4,Standard,Oct,2,113.91,WiFi;Breakfast;Restaurant,None,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",3,No,655.64,0,No
T101274,52,Male,USA,No,Business,App,0,4,4,Standard,Dec,1,137.06,WiFi;Gym;Breakfast;Restaurant;Parking,Early check-in,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",4,Yes,678.24,1,Yes
T101275,39,Female,Australia,Yes,Business,App,6,4,4,Standard,Jan,1,130.56,WiFi;Gym;Breakfast;Restaurant,None,Room service;Breakfast,"[Room service, Breakfast]",3,Yes,592.24,0,No
T101276,65,Male,USA,Yes,Business,Phone,4,8,3,Standard,May,1,117.77,WiFi;Gym;Restaurant;Parking,Early check-in,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,Yes,483.31,0,No
T101277,42,Male,USA,No,Leisure,App,2,54,7,Standard,Jul,4,144.88,WiFi;Breakfast;Spa;Restaurant,Late check-out,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,Yes,1174.16,1,No
T101278,40,Male,Canada,No,Leisure,App,0,8,7,Suite,May,4,417.95,WiFi;Spa;Parking,None,Spa;Restaurant;Breakfast,"[Spa, Restaurant, Breakfast]",4,Yes,3155.65,0,Yes
T101279,34,Male,UK,No,Leisure,App,0,54,4,Standard,May,2,116.92,WiFi;Gym;Spa;Parking,None,Room service;Laundry;Spa;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Spa, Gym, Restaurant, Mini-bar, Breakfast]",3,Yes,767.68,0,No
T101280,39,Female,France,Yes,Business,Phone,11,10,2,Standard,Mar,2,110.53,Gym;Breakfast,Extra pillows,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",4,Yes,381.06,0,No
T101281,36,Male,China,No,Business,Agent,0,6,5,Standard,Oct,2,123.7,WiFi;Breakfast;Parking,Extra pillows,Room service;Gym;Restaurant;Mini-bar,"[Room service, Gym, Restaurant, Mini-bar]",4,Yes,768.5,0,No
T101282,46,Male,USA,Yes,Business,Website,13,10,6,Standard,Dec,2,148.82,WiFi;Gym;Breakfast;Restaurant,Early check-in,Room service;Breakfast,"[Room service, Breakfast]",2,No,962.92,1,No
T101283,49,Female,Canada,Yes,Other,Agent,6,63,5,Deluxe,Feb,3,190.42,WiFi;Pool;Breakfast;Restaurant,Late check-out,Room service;Laundry;Spa;Restaurant;Breakfast,"[Room service, Laundry, Spa, Restaurant, Breakfast]",4,Yes,1262.1,0,Yes
T101284,28,Female,UK,Yes,Business,Website,7,5,3,Deluxe,Mar,1,181.41,WiFi;Breakfast;Parking,Late check-out,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",4,Yes,674.23,0,No
T101285,22,Female,France,No,Leisure,Agent,2,1,5,Standard,Apr,3,123.97,WiFi;Pool;Gym;Restaurant,Early check-in,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",3,No,729.85,0,No
T101286,18,Male,USA,Yes,Business,Agent,13,6,3,Deluxe,Jul,2,249.76,WiFi;Gym;Breakfast;Restaurant,None,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",5,Yes,909.28,1,Yes
T101287,44,Male,France,No,Business,Website,3,6,5,Deluxe,Oct,1,181.04,Breakfast;Parking,Late check-out,Room service;Laundry;Spa;Gym;Restaurant,"[Room service, Laundry, Spa, Gym, Restaurant]",3,No,1145.2,0,No
T101288,24,Female,USA,No,Business,App,1,16,5,Standard,Feb,1,124.64,WiFi;Pool;Gym;Parking,Extra pillows,Restaurant;Breakfast,"[Restaurant, Breakfast]",3,No,703.2,0,No
T101289,18,Male,China,No,Business,Website,0,4,8,Standard,Aug,1,156.64,WiFi;Gym;Breakfast;Spa,Early check-in,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",5,Yes,1383.12,1,No
T101290,42,Female,Italy,No,Leisure,Website,0,33,7,Deluxe,Mar,1,187.15,WiFi;Pool;Breakfast;Restaurant,Early check-in,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",2,Yes,1470.05,0,No
T101291,67,Female,Canada,No,Other,Website,0,86,4,Suite,Dec,2,482.05,WiFi;Pool;Breakfast;Parking,Late check-out,Laundry;Restaurant,"[Laundry, Restaurant]",2,No,2018.2,1,No
T101292,37,Female,Canada,No,Business,App,0,2,10,Standard,Dec,2,149.67,WiFi;Gym;Breakfast;Restaurant,None,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",4,Yes,1546.7,1,No
T101293,48,Male,France,No,Business,Website,0,5,5,Standard,Dec,1,136.23,WiFi;Gym;Restaurant;Parking,Extra pillows,Laundry;Spa,"[Laundry, Spa]",3,No,861.15,1,Yes
T101294,38,Male,France,Yes,Leisure,Website,9,1,6,Suite,Feb,3,420.12,WiFi;Pool,Late check-out,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,2730.72,0,Yes
T101295,36,Female,UK,No,Leisure,Agent,1,14,5,Standard,Jul,4,154.6,WiFi;Pool;Breakfast;Restaurant,High floor,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",4,Yes,883.0,1,No
T101296,49,Male,UK,No,Business,Website,1,14,1,Deluxe,Mar,1,212.58,WiFi;Breakfast;Restaurant;Parking,Extra pillows,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",3,Yes,412.58,0,Yes
T101297,34,Male,UK,Yes,Business,Website,11,2,5,Standard,Aug,1,137.06,WiFi;Pool;Gym;Parking,None,Room service;Gym;Mini-bar;Breakfast,"[Room service, Gym, Mini-bar, Breakfast]",2,No,845.3,1,Yes
T101298,41,Female,India,Yes,Business,Website,8,17,4,Standard,Apr,2,127.3,WiFi;Pool;Gym;Restaurant,None,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",4,Yes,659.2,0,Yes
T101299,41,Female,India,No,Business,Website,0,7,2,Standard,Oct,1,117.92,WiFi;Gym;Breakfast;Parking,Early check-in,Room service;Laundry;Restaurant,"[Room service, Laundry, Restaurant]",4,Yes,375.84,0,No
T101300,29,Male,China,Yes,Business,App,10,1,7,Deluxe,Aug,1,228.79,WiFi,Late check-out,Laundry,[Laundry],3,Yes,1631.53,1,No
T101301,49,Male,USA,No,Business,Website,3,8,2,Standard,Aug,1,134.44,WiFi;Pool;Gym;Parking,High floor,Restaurant;Breakfast,"[Restaurant, Breakfast]",2,No,398.88,1,Yes
T101302,35,Male,Germany,Yes,Business,Phone,10,22,1,Deluxe,Nov,1,216.36,Breakfast;Parking,Early check-in,Room service;Breakfast,"[Room service, Breakfast]",2,Yes,286.36,0,No
T101303,28,Female,USA,No,Business,App,1,1,2,Standard,Jul,2,141.89,Pool;Gym;Breakfast;Parking,High floor,Laundry;Restaurant;Mini-bar,"[Laundry, Restaurant, Mini-bar]",3,No,413.78,1,No
T101304,44,Female,India,Yes,Business,Website,3,7,2,Standard,Apr,2,128.78,WiFi;Gym;Breakfast;Parking,None,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,Yes,467.56,0,Yes
T101305,27,Male,China,No,Leisure,App,1,10,5,Standard,Aug,1,134.19,Breakfast;Spa;Restaurant;Parking,Late check-out,Gym;Breakfast,"[Gym, Breakfast]",3,No,690.95,1,No
T101306,38,Male,Italy,No,Leisure,App,0,40,5,Deluxe,Dec,3,252.82,WiFi;Gym;Breakfast;Restaurant,None,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",4,Yes,1374.1,1,No
T101307,37,Female,UAE,No,Business,App,2,7,3,Deluxe,Aug,1,221.28,WiFi;Breakfast;Spa;Parking,Late check-out,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",3,No,793.84,1,No
T101308,51,Male,Germany,No,Leisure,Website,1,20,5,Standard,Aug,1,130.11,WiFi;Gym;Parking,High floor,Room service;Laundry;Gym;Restaurant;Mini-bar,"[Room service, Laundry, Gym, Restaurant, Mini-bar]",2,Yes,830.55,1,No
T101309,43,Male,USA,Yes,Leisure,Website,6,7,7,Standard,Dec,3,158.26,WiFi;Pool;Gym;Breakfast;Parking,Late check-out,Spa;Gym;Mini-bar,"[Spa, Gym, Mini-bar]",3,Yes,1297.82,1,Yes
T101310,37,Female,China,Yes,Business,Agent,5,7,3,Deluxe,Jul,2,219.53,Gym;Breakfast,Late check-out,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",4,Yes,758.59,1,Yes
T101311,47,Male,USA,Yes,Business,Website,6,1,3,Standard,Dec,2,142.89,WiFi;Gym;Parking,Late check-out,Room service;Spa;Breakfast,"[Room service, Spa, Breakfast]",2,No,598.67,1,No
T101312,54,Female,India,No,Leisure,App,0,6,6,Standard,Mar,2,129.08,WiFi;Gym;Breakfast;Restaurant;Parking,Early check-in,Laundry;Breakfast,"[Laundry, Breakfast]",2,No,824.48,0,No
T101313,44,Male,India,Yes,Leisure,Agent,3,37,4,Standard,Jul,3,153.2,WiFi;Restaurant,High floor,Room service,[Room service],4,Yes,712.8,1,Yes
T101314,38,Male,USA,Yes,Other,App,4,41,4,Suite,Apr,4,397.69,Breakfast;Restaurant,None,Gym;Restaurant,"[Gym, Restaurant]",3,No,1650.76,0,No
T101315,22,Female,UK,No,Leisure,App,0,66,7,Suite,Jul,2,490.64,Pool,None,Room service;Spa;Gym,"[Room service, Spa, Gym]",3,No,3584.48,1,No
T101316,25,Male,Canada,No,Leisure,App,0,8,5,Standard,Mar,1,123.11,WiFi;Pool;Gym;Breakfast;Spa;Restaurant,Late check-out,Room service;Mini-bar,"[Room service, Mini-bar]",2,No,705.55,0,No
T101317,34,Other,Canada,No,Business,Website,0,3,4,Standard,Apr,1,110.64,WiFi;Pool;Gym;Breakfast;Restaurant,High floor,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",3,Yes,582.56,0,No
T101318,30,Female,India,Yes,Business,App,6,13,7,Deluxe,Apr,1,191.4,WiFi;Gym;Breakfast,None,Room service;Mini-bar,"[Room service, Mini-bar]",4,Yes,1429.8,0,No
T101319,35,Male,USA,Yes,Business,App,5,20,9,Standard,May,1,115.22,WiFi;Breakfast;Parking,None,Room service;Laundry;Spa;Breakfast,"[Room service, Laundry, Spa, Breakfast]",3,No,1236.98,0,No
T101320,38,Male,USA,No,Business,Agent,0,15,3,Standard,Feb,1,117.08,WiFi;Restaurant;Parking,High floor,Laundry;Spa;Gym;Restaurant;Breakfast,"[Laundry, Spa, Gym, Restaurant, Breakfast]",3,No,561.24,0,No
T101321,44,Male,India,Yes,Leisure,Phone,8,17,2,Standard,Oct,2,114.57,Gym;Breakfast;Restaurant,Late check-out,Room service;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Gym, Restaurant, Mini-bar, Breakfast]",5,No,449.14,0,Yes
T101322,37,Male,Canada,No,Business,Phone,1,16,3,Standard,Apr,2,114.04,WiFi;Restaurant;Parking,High floor,Room service;Mini-bar;Breakfast,"[Room service, Mini-bar, Breakfast]",3,No,502.12,0,Yes
T101323,43,Male,USA,No,Leisure,Phone,0,67,6,Deluxe,Jun,2,233.03,WiFi;Gym;Breakfast;Restaurant,None,Mini-bar;Breakfast,"[Mini-bar, Breakfast]",2,No,1458.18,1,No
T101324,38,Male,Italy,No,Business,App,3,4,4,Standard,Jan,2,117.1,WiFi;Gym;Breakfast;Restaurant;Parking,None,Gym;Restaurant,"[Gym, Restaurant]",3,Yes,578.4,0,Yes
T101325,18,Male,USA,Yes,Business,Website,9,3,2,Standard,Feb,1,119.69,WiFi;Breakfast;Spa;Parking,None,Spa;Restaurant,"[Spa, Restaurant]",3,No,399.38,0,No
T101326,26,Female,Canada,No,Business,App,3,1,5,Standard,Dec,1,134.6,Gym;Parking,Late check-out,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,833.0,1,No
T101327,36,Female,India,No,Business,App,0,5,5,Deluxe,Nov,2,211.53,WiFi;Breakfast;Parking,None,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",3,No,1187.65,0,No
T101328,23,Female,Italy,No,Leisure,Agent,0,5,8,Deluxe,Nov,2,214.43,WiFi;Pool;Gym;Breakfast;Restaurant,Early check-in,Laundry;Gym;Restaurant;Mini-bar,"[Laundry, Gym, Restaurant, Mini-bar]",4,Yes,1845.44,0,No
T101329,45,Male,India,Yes,Leisure,Website,6,94,4,Deluxe,Jun,4,227.91,WiFi;Breakfast;Spa;Restaurant;Parking,None,Room service;Restaurant,"[Room service, Restaurant]",5,Yes,1071.64,1,Yes
T101330,56,Male,Australia,Yes,Other,Phone,6,44,6,Suite,Mar,2,369.86,WiFi;Gym;Breakfast;Spa;Restaurant;Parking,Late check-out,Mini-bar,[Mini-bar],5,Yes,2309.16,0,Yes
T101331,52,Female,UK,Yes,Business,Agent,4,1,3,Standard,Feb,2,125.34,WiFi;Breakfast,Extra pillows,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",5,No,536.02,0,No
T101332,35,Male,USA,No,Business,Phone,1,2,3,Deluxe,Aug,1,260.36,WiFi;Gym;Breakfast;Spa;Restaurant,Late check-out,Room service;Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,1031.08,1,Yes
T101333,55,Male,Canada,No,Business,Agent,2,5,6,Standard,Nov,2,108.84,WiFi;Gym;Breakfast;Parking,Early check-in,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,Yes,813.04,0,No
T101334,39,Female,Canada,Yes,Business,Website,8,22,4,Standard,Dec,1,130.02,WiFi;Gym;Restaurant,Late check-out,Room service;Gym;Restaurant,"[Room service, Gym, Restaurant]",4,Yes,680.08,1,Yes
T101335,33,Female,France,No,Leisure,Website,0,46,9,Standard,May,1,112.4,WiFi;Gym;Breakfast;Restaurant,High floor,Laundry;Breakfast,"[Laundry, Breakfast]",3,Yes,1111.6,0,Yes
T101336,30,Male,Australia,Yes,Leisure,Website,5,15,2,Standard,May,1,124.44,WiFi;Pool;Breakfast;Spa,None,Room service;Spa;Gym;Mini-bar;Breakfast,"[Room service, Spa, Gym, Mini-bar, Breakfast]",5,Yes,508.88,0,Yes
T101337,34,Male,France,No,Leisure,Website,2,4,5,Suite,Feb,2,437.18,WiFi;Breakfast;Parking,Late check-out,Room service;Laundry;Gym;Restaurant;Mini-bar,"[Room service, Laundry, Gym, Restaurant, Mini-bar]",3,No,2415.9,0,Yes
T101338,33,Female,USA,No,Business,App,1,7,5,Deluxe,Oct,1,210.02,WiFi;Pool;Gym;Breakfast,Early check-in,Laundry;Spa;Restaurant;Breakfast,"[Laundry, Spa, Restaurant, Breakfast]",3,No,1310.1,0,Yes
T101339,40,Female,India,Yes,Leisure,Agent,4,10,5,Deluxe,Apr,2,202.92,Gym;Breakfast;Restaurant;Parking,Early check-in,Room service;Restaurant,"[Room service, Restaurant]",4,Yes,1124.6,0,No
